Normalized SMILES,index,sigma_1,sigma_2,sigma_3,sigma_4,sigma_5,sigma_6,sigma_7,sigma_8,sigma_9,sigma_10,sigma_11,sigma_12,sigma_13,sigma_14,sigma_15,sigma_16,sigma_17,sigma_18,sigma_19,sigma_20,sigma_21,sigma_22,sigma_23,sigma_24,sigma_25,sigma_26,sigma_27,sigma_28,sigma_29,sigma_30,sigma_31,sigma_32,sigma_33,sigma_34,sigma_35,sigma_36,sigma_37,sigma_38,sigma_39,sigma_40,sigma_41,sigma_42,sigma_43,sigma_44,sigma_45,sigma_46,sigma_47,sigma_48,sigma_49,sigma_50,sigma_51,Vcosmo
CCOS(=O)(=O)OCC,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209,3.05,4.93,11.8,18.8,18.3,18.1,11.4,12.4,12.5,4.44,3.14,4.04,7.44,5,9.12,13.9,15.5,3.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.90265
CCCCCCCCCCCCCCCCc1ccccc1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145,5.39,9.26,14.7,26.6,66.6,86,68.9,57.7,33.9,34.4,5.69,7.92,8.71,8.07,3.14,0.0482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460.02367
OC(CCl)CCl,,0,0,0,0,0,0,0,0,0,0,0,0.572,0.65,0.121,1.29,1.1,6.85,9.2,9.72,8.27,6.6,4.42,5.14,4.21,6.96,3.26,8.93,10.7,3.62,10.6,15.6,10.5,5.93,1.59,1.95,1.22,1.26,2.49,2.02,0.107,0,0,0,0,0,0,0,0,0,0,0,137.71403
N#CCN,,0,0,0,0,0,0,0,0,0,0,0,0,0.0083,1.8,3.84,2.17,5.22,8.67,10.7,5.04,4.91,1.6,2.24,2.43,1.21,1.89,3.56,2.76,2.01,3.09,1.99,2.92,3.36,5.23,7.09,4.86,3.69,2.26,0.373,1.03,0.55,0.677,0.548,0.128,0,0,0,0,0,0,0,78.96638
NC(=O)c1cccnc1,,0,0,0,0,0,0,0,0,0.0386,0.685,1.91,2.2,2.24,3.06,2.28,2.33,1.38,2.54,6.76,8.99,7.21,5.78,4.99,6.91,9.74,12.7,16,12.5,5.2,4.08,1.86,1.81,3.49,2.46,2.69,3.07,2.65,5.04,5.67,3.05,0.86,0.346,0,0,0,0,0,0,0,0,0,145.63821
C=CCCCC(C)C,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.416,3.85,7.39,22.7,30.2,30.8,22.1,21.1,19.4,13.7,3.86,2.42,3.59,3.47,2.15,1.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185.62783
COc1cc(C(C)=O)ccc1O,,0,0,0,0,0,0,0,0,0,0.0157,0.618,0.692,0.595,0.769,0.124,0.764,1.04,0.907,5.57,17.3,17,14.6,13.7,10.7,14.3,14.1,14.5,12.7,14.5,12.4,4.37,2.25,1.85,4.32,5.48,2.52,3.53,4.82,1.56,1.24,0.00831,0,0,0,0,0,0,0,0,0,0,199.93745
O=C=Nc1ccccc1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286,2.11,7.25,10.5,11.7,9.28,9.23,13,8.03,8.77,9.22,13.8,11,14.1,11.3,13,4.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.31438
OCCS,,0,0,0,0,0,0,0,0,0.0827,0.577,1.21,1.08,0.635,0.429,1.14,1.33,2.63,2.81,5.21,6.37,9.43,8.87,6.18,5.04,6.67,5.12,4.58,4.34,4.35,4.96,3.56,4.23,3.51,3.59,3.34,3.8,2.12,1.96,2.13,2.06,0.478,0,0,0,0,0,0,0,0,0,0,99.8535
Clc1cccc(-c2cc(Cl)cc(Cl)c2Cl)c1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.627,3.35,6.49,9.65,10.6,9.41,10.9,11.5,7.7,22.4,31.5,31.7,32.5,43.8,32.6,5.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293.13687
CCOC(C)OCC,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,3.96,17.3,25.8,27.5,26.9,20,21.3,7.91,3.81,1.67,1.98,2.31,1.17,1.43,2.34,3.52,2.01,2.82,2.21,0.494,0,0,0,0,0,0,0,0,0,0,0,170.94702
C1CCOCC1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94,7.02,21.3,26.2,21.9,15.1,11.7,4.36,1.45,1.29,1.07,1.23,1.43,0.963,0.792,1.94,1.03,1.63,2.23,1.7,0.175,0,0,0,0,0,0,0,0,0,0,118.84687
BrC(Br)Br,,0,0,0,0,0,0,0,0,0,0,0,0.187,1.91,1.88,0.293,1.92,0.726,0.98,1.87,7.36,3.41,1.37,11,9.9,2.1,2.19,17.2,19.5,28.8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.37968
CCCCCCCCCC,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.565,12,37.9,54.8,42.8,38.4,28.1,21.9,0.363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233.48342
CCCCCOC=O,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29,2.88,1.68,3.63,5.99,11.1,23.1,25.9,21.5,16.6,13.9,12.1,4.44,2.25,2.12,3.48,2.25,3.48,2.22,4.55,5.13,2.21,0.505,0,0,0,0,0,0,0,0,0,0,0,0,163.3246
CCCCN(C)C,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.82,10.2,16.9,23.7,30.1,28.6,25.9,16.1,4.6,1.79,1.12,1.27,0.903,0.24,0.0895,0.748,0.39,0.505,1.08,1.14,0.229,0.394,0.803,0.133,0,0,0,0,0,0,0,162.53188
Clc1ccc(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.394,4.08,5.38,4.89,6.62,11.9,12,10,30.4,30.7,20.7,40,56.1,59.8,14.4,0.00423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360.55742
Clc1c(Cl)c(Cl)c2c(c1Cl)Oc1ccccc1O2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.481,3.39,8.88,9.26,12.1,16.2,9.42,22.1,35.5,16.5,23.5,38.4,40,24,11.2,2.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297.81337
CC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.715,6.32,16.4,33.7,51.2,52.3,47.8,32.5,26.8,19.1,7.51,3.88,3.53,2.28,2.12,3.59,3.95,4.52,8.01,8,4.25,2.7,1.66,0.0695,0,0,0,0,0,0,0,0,0,422.47376
CC(C)(C)O,,0,0,0,0,0,0,0,0,0,0.00449,0.402,0.851,0.98,0.577,0.443,1.16,1.08,0.471,1.32,0.9,3.32,12,13,17.6,10.4,9.52,14.8,13.7,4.63,1.3,1.06,0.753,0.913,0.936,0.861,0.359,1.37,2.81,1.02,1.38,2.56,0.734,0,0,0,0,0,0,0,0,0,114.85208
O=C(O)CCS,,0,0,0,0,0,0.447,1.13,0.808,0.385,0.991,1.67,0.865,0.186,0.269,1.98,1.77,4.15,7.22,8.1,9.35,6.03,5.84,4.61,5.73,5.81,4.61,4.18,3.97,4.62,5.61,5.72,5.12,4.15,6.74,6.06,9.68,4.93,2.57,1.1,0.102,0,0,0,0,0,0,0,0,0,0,0,125.93972
CCOC(=O)CCC(=O)OCC,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203,5.27,11.2,23.7,25.9,26.1,23.5,18.4,20.3,10.9,5.11,3.85,5.91,3.64,5.88,5.16,5.65,7.08,3.42,8.8,6.87,0.294,0,0,0,0,0,0,0,0,0,0,0,0,219.34931
CCCCOC(C)=O,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0334,2.49,6.41,8.36,11.6,22.7,24.8,25.1,16.9,12.3,11.7,2.56,2.25,2.07,2.35,2.89,2.72,4.21,1.69,3.99,3.87,1.56,0.0137,0,0,0,0,0,0,0,0,0,0,0,162.66547
CCCCCCCCCOCCCCCCCCC,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,34.7,79.1,89,70.4,51.4,41.5,25.5,1.75,0.433,1.38,1.17,0.304,0.697,1.3,2.77,1.94,0.751,1.77,0.344,0,0,0,0,0,0,0,0,0,0,418.3995
C[C@H]1CCSC1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.891,5.8,14.6,23.4,20.8,16,15.6,10.9,5.77,3.28,3.39,2.29,5.49,3.67,1.48,1.62,2.78,2.9,1.04,0.328,0,0,0,0,0,0,0,0,0,0,0,0,138.60831
OCC#CCO,,0,0,0,0,0,0,0,0,0.501,1.68,3.15,1.17,0.969,1.47,2.48,2.15,1.92,2.22,9.02,12.2,8.09,7.5,4.53,3.21,2.85,5.69,2.47,4.62,6.34,4.3,6.63,5.78,5.67,4.55,2.63,2.01,4.62,4.35,4.49,2.95,0.0979,0,0,0,0,0,0,0,0,0,0,112.03691
CC(N)=O,,0,0,0,0,0,0,0,0,0,0.0636,0.844,2.71,2.18,2.38,2.31,2.69,1.34,1.79,2.8,4.8,6.55,6.87,4.93,4.64,7.05,6.24,3.27,2.15,2.4,2.31,2.68,2.02,1.27,1.03,1.49,1.13,1.59,2.29,4.44,4.73,3.52,0.657,0,0,0,0,0,0,0,0,0,79.50856
Brc1cccc2ccccc12,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0559,1.59,11.3,14.3,12.7,12.9,7.92,6.99,8.71,9.82,10.5,16.9,30.3,27.4,16.8,1.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194.99909
CCOc1ccccc1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123,1.91,10.5,18.1,18.5,16.5,11.6,11.6,11,11.7,5.05,9.49,7.47,11.2,9.4,9.57,3.92,1.04,1.77,0.506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163.70996
c1ccc(Nc2ccccc2)cc1,,0,0,0,0,0,0,0,0,0,0.2,0.748,1.49,0.781,0.853,0.78,1.77,2.69,2.9,5.78,14.3,18,15.7,11.6,8.79,11.9,10.3,9.56,8.1,20.8,17,14.9,17.1,15.2,3.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217.76218
C1CCCCCC1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.61,25.6,33,33.9,25.7,21.6,6.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.98349
C=CCCCCCC(C)C,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.391,3.74,7.27,23.5,37.2,41.3,30.7,26.9,23.6,16.7,4.64,2.39,3.3,3.19,2.35,1.67,0.00589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229.81207
C#CCCCCCC#C,,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02,1.65,4.01,3.19,0.166,3.19,7.31,11.4,16.3,24.2,25.5,12.8,7.17,8.96,10.9,6.72,4.86,5.4,13.8,10.7,17.8,2.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191.32564
CN(C)CCCN(C)C,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.45,19.9,19.7,22,35.5,34.9,29.7,6.92,3.62,2.83,2.21,1.77,1.86,0.587,0.973,1.37,0.506,1.23,1.77,1.88,0.942,1.07,1,0.341,0,0,0,0,0,0,0,200.6922
Nc1ccc(-c2ccccc2)cc1,,0,0,0,0,0,0,0,0,0,0,0.328,2.01,2.58,1.96,2.57,2.24,3.03,5.16,6.29,14.8,13.8,13.9,10.3,9.25,6.25,9.02,10.8,8.54,11.7,11.9,21.3,22,17.5,4.75,0.773,0.0735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217.80554
C[C@H](O)CO,,0,0,0,0,0,0,0,0,0.0737,0.511,1.63,0.729,0.436,0.971,1.71,1.65,1.92,0.669,1.48,4.55,8.88,13.4,11.7,8.19,7.67,6.66,8.58,3.4,2.06,2.54,2.05,1.26,2.37,1.32,3.19,1.95,2.31,3.29,3.51,3.03,2.01,0.255,0,0,0,0,0,0,0,0,0,102.47664
CCS,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.739,1.46,1.97,4.88,5.35,9.89,11.7,9.74,10.1,7.1,9.11,5.6,3.32,3.76,3.12,1.95,4.07,2.08,2.97,1.54,2.61,0.279,0,0,0,0,0,0,0,0,0,0,0,0,0,88.49108
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O,,0,0,0,0,0,0,0,0.0198,0.679,1.39,0.471,0.768,1.31,1.03,0.669,0.733,0.945,0.775,1.57,3.41,12,25.6,39.4,38.5,33.5,27.5,17.5,9,9.11,10.4,12.2,8.74,4.62,4.55,1.32,5.48,7.48,4.35,2.59,0.646,0,0,0,0,0,0,0,0,0,0,0,340.89054
CCCC[C@@H](C)CCC,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.722,15,32.8,45.9,33.3,33.2,31.3,17.5,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211.21024
CCCCOC(=O)c1ccccc1C(=O)OCCCC,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.313,5.11,10.7,14.1,23.2,48.4,46.9,37,32,28.7,32.1,19.6,3.18,3.51,4.92,4.01,6.73,4.35,8.42,10,0.932,0,0,0,0,0,0,0,0,0,0,0,0,0,361.27142
CCCCCN,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0747,1.24,3.25,1.32,2.76,2.73,2.32,3.15,12.3,24.2,27.4,20.5,16.7,14.8,6.2,1.94,1.22,0.469,0.884,0.671,0.574,0.977,0.516,0.312,0.235,0.783,1.5,0.331,0.557,0.443,0.648,0.661,0.703,0.191,0,0,0,140.36989
Nc1ccccc1[N+](=O)[O-],,0,0,0,0,0,0,0,0,0.0225,0.74,1.53,1.29,1.05,1.87,1.65,2.08,2.55,3.5,7.45,9.82,6.24,7.12,5.89,7.63,9.19,8.51,11.9,10.6,11.5,13,7.55,2.78,6.12,4.85,3.93,2.51,2.09,2.67,1.44,0,0,0,0,0,0,0,0,0,0,0,0,153.92907
CCC#CCC,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27,8.65,17,16.5,20.4,19.5,10.8,16.2,8,4.54,3.06,3.18,5.86,3.17,9.21,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.53648
CCOP(=O)(OCC)OCC,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179,5.65,21.6,28.5,30.2,22.8,20.1,24.8,12.7,4.8,4.03,3.55,4.05,6.45,4.78,3.32,5.69,3.32,0.779,3.38,5.83,2.29,0.0884,0,0,0,0,0,0,0,0,0,0,224.35016
CO[C@@H](C)CO[C@@H](C)COC(C)=O,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.461,2.93,6.53,18.4,31.3,29,32.5,28.5,20,18.3,11.7,5.77,3.72,3.6,3.96,3.07,3.64,6.42,4.65,6.91,5.33,3.1,0.451,0,0,0,0,0,0,0,0,0,0,0,253.72326
CCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCC,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275,5.31,10.8,14.6,19.9,48.2,84.2,93.6,75.3,56.6,55.1,33.3,3.92,3.63,4.27,4.28,5.93,5.6,8.28,9.18,1.37,0,0,0,0,0,0,0,0,0,0,0,0,0,581.55059
C=C(C)CCC(=C)C,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123,7.45,23.3,25.4,20,15.2,19.5,19.3,11,7.95,8.31,6.68,5.01,6.53,4.2,2.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180.02906
CCc1ccc(CC)cc1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22,6.47,18.7,26.8,26.9,20.5,20,18.9,14.7,7.36,7.18,4.5,9.61,6.6,4.54,0.456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194.78148
CC1(C)[C@H]2CC[C@]1(C)C(=O)C2,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0761,2.15,5.47,17.7,27.6,29.8,21.9,22,22.5,11.8,1.16,1.64,1.95,1.42,0.901,1.3,2.34,1.95,4.47,4.03,2.69,0.668,0,0,0,0,0,0,0,0,0,0,0,208.2818
CCCOC(=O)/C=C\C(=O)OCCC,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83,3.7,3.53,6.51,11.6,20.4,27.1,33.3,27.1,27.1,19.2,12.5,5.35,2.2,3.78,2.89,3.46,4.85,3.19,4.57,10.2,4.33,0.452,0,0,0,0,0,0,0,0,0,0,0,0,265.11375
Clc1cc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c(Cl)c1Cl,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248,2.4,2.71,2.13,3.64,5.5,10.7,16.7,3.12,37.1,51.6,26.1,30.9,63.8,58.4,13.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380.81331
CC/C=C/C/C=C/C/C=C/CCCCCCCC(=O)O,,0,0,0,0,0,0,0,0.175,1.27,0.316,0.73,1.49,1.22,0.394,0.197,0.358,0.941,0.913,1.18,4.74,5.43,21.6,46.9,62.9,56.3,46.4,34,29.4,14.7,18.1,12.8,8.53,6.83,5.79,2.47,4.81,5.34,1.92,0.0808,0,0,0,0,0,0,0,0,0,0,0,0,408.50047
O=C(O)C(F)(F)F,,0,0,0,0,0.255,1.48,0.474,1.42,1.89,0.352,0.0461,0.549,1.74,0.256,0.455,0.671,0.176,0.351,0.935,3.28,4.13,2.46,1.34,3.39,4.7,7.97,25.5,22.9,3.88,4.95,4.85,1.75,3.45,5.87,2.42,0.0566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.60436
CCOC(=O)Cc1ccccc1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.946,6.56,16.2,20.5,21.9,20.5,17.1,14.6,13.8,10.7,7.79,8.49,7.57,10.4,9.65,8.43,3.92,3.96,1.59,4.63,4.17,0.84,0.203,0,0,0,0,0,0,0,0,0,0,0,213.35882
CCC(CC)C(C)C,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.14,15.6,25.4,37.9,26.9,25.8,30.5,15.4,1.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189.24398
CCCCOCCCC,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.67,31.8,42.1,38.4,28.2,20.8,23.9,6.99,1.35,0.465,1.37,1.14,0.321,0.734,1.36,2.83,1.85,0.89,1.76,0.132,0,0,0,0,0,0,0,0,0,0,200.86698
Cc1ccc(N=C=O)cc1N=C=O,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,2.1,3.75,4.37,6.91,11.8,13.4,15.3,20.8,14.1,20.5,18.3,18.5,13.6,14.2,6.31,18,6.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205.80446
CC(C)O[P@@](C)(=O)F,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.09,5.02,5.04,5.81,13.3,17.5,18.3,14,11.7,17,9.19,3.76,4.71,9.92,6.81,3.6,2.42,2.61,2.79,1.08,1.49,5.89,5.58,0.1,0,0,0,0,0,0,0,0,0,0,0,166.40277
O=CNc1ccccc1,,0,0,0,0,0,0,0,0,0.389,1.6,1.09,1.62,1.33,0.447,1.14,1.7,1.92,3.95,6.34,9.62,9.77,9.74,8.36,7.16,6.57,8.44,5.87,13.9,9.45,8.96,10.8,9.09,2.98,2.54,1.05,2.55,2.84,3.94,2.06,1.14,0.199,0,0,0,0,0,0,0,0,0,0,151.67717
O=Cc1ccccc1C(=O)O,,0,0,0,0,0,0,0.211,1.21,0.402,0.869,1.39,0.99,0.401,0.205,0.371,1.21,0.81,4.65,9.03,7.59,6.27,9.85,10.2,14.2,11.2,12.9,13.6,15.9,8.24,4.29,5.37,3.4,5.38,3.63,4.35,7.85,4.23,1.97,0.678,0.0646,0,0,0,0,0,0,0,0,0,0,0,171.42204
CC(=O)CC(=O)Nc1ccccc1,,0,0,0,0,0,0,0,0,0.359,0.932,1.11,1.17,1.34,0.328,1.3,5.75,5.93,5.11,7.05,17.5,16.5,15.6,12.2,10.1,12.2,9.95,6.84,10.7,10.7,8.84,13,8.86,6.54,3.9,1.6,3.56,5.74,5.36,4.4,3.04,1.88,0.834,0,0,0,0,0,0,0,0,0,220.28118
CC[C@H](O)c1ccccc1,,0,0,0,0,0,0,0,0,0,0.144,0.289,1.53,0.412,0,1.21,1.08,0.941,0.708,1.09,8.73,12.8,16.3,15.8,16.3,13.8,13.8,15.2,12,11.3,5.47,11.4,7.94,6.43,1.34,2.03,1.61,0.553,0.83,2.15,1.18,0.0915,0,0,0,0,0,0,0,0,0,0,185.31789
C=CCNCC=C,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117,0.313,1.71,0.582,0.284,4.69,13.7,17,20.2,15.9,14.1,13,7.86,12.2,7.99,5.9,7.71,6.83,3.95,4.55,0.555,0.37,0.251,1.2,1.39,0.201,0.531,0.319,0.342,0.466,0,0,0,0,0,0,0,151.88789
c1ccc2nc3ccccc3cc2c1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79,7.13,18.8,17.1,15.5,10.3,11.1,9.59,11,20.7,28.1,22.8,23.3,4.21,1.1,0.39,1.42,1.27,1.25,2.02,1.17,0.981,0.254,1.08,0.281,0,0,0,0,0,0,0,0,0,218.55878
CC(C)=CC=C(C)C,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,5.94,21,22.9,21.4,16.3,16.6,27.4,13.2,5.88,7.82,5.04,4.05,5.2,6.84,0.527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.40647
NCCNCCNCCNCCN,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.773,6.34,9.44,8.06,9.07,9.47,13.8,25.4,24.3,33.8,25.6,20.4,19.8,6.37,6.09,9.01,3.86,2.72,4.1,2.34,2.88,3.29,3.12,0.279,2.39,7.13,3.83,2.66,1.23,3.39,2.03,1.9,0.857,0.0334,0,0,0,270.62725
ClP(Cl)Cl,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36,3.14,1.43,5.54,1.84,0.559,0.261,4.1,4.17,0.675,2.4,25.6,27.4,39,16.6,0.217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.91362
C=C(Cl)CCl,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.732,3.88,4.61,5.06,6,4.66,4.78,6.56,7.12,4.83,9.8,11.8,9.88,14,22.5,9.27,3.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.35613
O=C(Cl)C(Cl)Cl,,0,0,0,0,0,0,0,0,0,0,0,0.151,2.2,1.12,1.45,1.99,0.743,1.07,0.894,1.94,5.82,7.38,3.3,14,7.65,7.61,23.8,23.9,17.4,3.53,5.61,5.64,2.66,0.0766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.89822
C=CCOC(=O)C(=C)C,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224,4.13,12,16,16,12.5,14.9,15.2,17.4,17.3,9.59,7.99,9.37,5.97,3.33,3.59,2.21,3.08,1.59,4.69,3.5,0.0246,0,0,0,0,0,0,0,0,0,0,0,0,173.59702
C=C(C)CCCCCC,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.02,10.4,21.7,33.7,33.4,29.6,27.7,21.7,10.8,3.94,4.96,2.12,2.77,2.61,1.44,0.265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.68231
OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO,,0,0,0,0,0,0,0,0,0.301,2.04,2.18,1.44,1.59,2.28,4.77,4.47,4.82,3.67,7.78,16.4,14.9,14.1,11.7,8.69,8.89,6.88,5.06,7.54,7.21,4.69,5.49,5.1,5.06,6.79,5.95,3.72,5.33,5.86,7.24,5.49,2.5,0.964,0,0,0,0,0,0,0,0,0,208.16751
CCCCCCCCC(=O)O,,0,0,0,0,0,0,0,0.177,1.28,0.311,0.716,1.5,1.24,0.392,0.195,0.355,0.936,0.919,1.63,4.16,4.18,5.02,13.9,35.3,39.7,30.2,26.5,20.6,9.28,3.13,3.07,2,1.89,5.18,3.05,3.99,5.2,1.25,0,0,0,0,0,0,0,0,0,0,0,0,0,227.06377
c1ccc2sccc2c1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.427,1.92,3.73,7.6,11.6,10.6,11,7.86,7.81,9.5,7.05,11,10,10.5,16.9,20.9,11.1,2.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160.84478
Nc1ccc(S(N)(=O)=O)cc1,,0,0,0,0,0,0,0,0,0,0,0.0724,2.9,6.1,4.97,4.66,5.4,3.84,5.12,8.48,8.38,7.07,5.88,6.06,7.72,4.81,4.65,10.7,7.85,13.5,16.7,7.43,3.61,3.23,8.87,11,10.3,5.08,1.58,0.373,0,0,0,0,0,0,0,0,0,0,0,0,186.8222
CCCCCc1cccc2ccccc12,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73,11.9,15.4,17.3,24.2,29.8,28.1,23.3,20.4,21.4,14.6,11.9,21,15.7,4.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274.79116
C=CC(F)(F)F,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0913,2.1,5.67,5.5,4.88,4.14,3.93,4.54,3.13,4.12,5.04,5.73,15.9,31.7,15.2,0.217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.92779
Cl[Si](Cl)(Cl)Cl,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,10.3,4.12,18.7,12,16.7,40.3,41.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142.33793
CC(F)(F)C(F)(F)F,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,4.42,5.24,5.17,4.7,4.69,5.72,2.6,6.82,6.93,23.2,32.2,18.3,9.14,0.0875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.81678
CCC(=O)CC,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0502,8.27,9.93,11.7,15.6,18.6,18.6,10.9,10.8,12.3,2.14,1.96,0.731,0.765,0.987,2.53,1.6,0.651,4.37,3.64,2.89,0.882,0,0,0,0,0,0,0,0,0,0,0,128.57539
